"gid","survey_gid","description","source","accuracy","the_geom","object_id","mat_type","mat_tech","mat_prop","llrs","llrs_duct","height","height2","yr_built","occupy","occupy_dt","position","plan_shape","str_irreg","str_irreg_dt","str_irreg_type","str_irreg_2","str_irreg_dt_2","str_irreg_type_2","nonstrcexw","roof_shape","roofcovmat","roofsysmat","roofsystyp","roof_conn","floor_mat","floor_type","floor_conn","foundn_sys","build_type","build_subtype","vuln","comment","rrvs_status","vuln_1","vuln_2","height_1","height_2","height2_1","height2_2","year_1","year_2","object_id1","mat_type_bp","mat_tech_bp","mat_prop_bp","llrs_bp","llrs_duct_bp","height_bp","height2_bp","yr_built_bp","occupy_bp","occupy_dt_bp","position_bp","plan_shape_bp","str_irreg_bp","str_irreg_dt_bp","str_irreg_type_bp","str_irreg_2_bp","str_irreg_dt_2_bp","str_irreg_type_2_bp","nonstrcexw_bp","roof_shape_bp","roofcovmat_bp","roofsysmat_bp","roofsystyp_bp","roof_conn_bp","floor_mat_bp","floor_type_bp","floor_conn_bp","foundn_sys_bp","build_type_bp","build_subtype_bp","vuln_bp","yr_built_vt","yr_built_vt1","object_id2","mat_type_src","mat_tech_src","mat_prop_src","llrs_src","llrs_duct_src","height_src","height2_src","yr_built_src","occupy_src","occupy_dt_src","position_src","plan_shape_src","str_irreg_src","str_irreg_dt_src","str_irreg_type_src","str_irreg_2_src","str_irreg_dt_2_src","str_irreg_type_2_src","nonstrcexw_src","roof_shape_src","roofcovmat_src","roofsysmat_src","roofsystyp_src","roof_conn_src","floor_mat_src","floor_type_src","floor_conn_src","foundn_sys_src","build_type_src","build_subtype_src","vuln_src","lon","lat" 
53451,9,"","OSM","","0106000020E61000000100000001030000000100000005000000EAC7CB3F9FE651C0859C52B9E48540C04F5F2A919FE651C051A96D1EE28540C06023A4C9A0E651C0D9E89C9FE28540C072ED5575A0E651C02B515150E58540C0EAC7CB3F9FE651C0859C52B9E48540C0",53451,"MCF","CL99","MO99","LWAL","DU99","H","HB99","Y99","OC99","OCCDT99","BP2","PLFSQ","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","RSH2","RMT6","RWO","RWO1","RTD99","FC","FC99","FWCP","FOSN","","","V99","","COMPLETED","","","2","","99","","99","",53451,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53451,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6035167762437","-33.0460112394687"
53494,9,"","OSM","","0106000020E61000000100000001030000000100000007000000850DAA6887E651C01931FD5C7E8640C0F99E91088DE651C01E1C47077F8640C03605323B8BE651C073CD2E29888640C06675615A8AE651C0491A3790898640C06DE2E47E87E651C01391ABA2898640C06DE2E47E87E651C02D2DD967848640C0850DAA6887E651C01931FD5C7E8640C0",53494,"MCF","CL99","MO99","LWAL","DU99","H","HB","Y99","COM","COM99","BP1","PLFI","IRIR","IRVP","CHV","IRRE","IRPS","IRN","EWMA","RSH8","RMT1","RWO","RWO1","RWCP","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","0","","99","",53494,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53494,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.602157241311","-33.0508926774586"
53515,9,"","OSM","","0106000020E610000001000000010300000001000000050000009AAD612B8DE651C0DEACC1FBAA8640C0ED7A0ED18DE651C0E6D7C523A78640C07555455D90E651C0F8A41309A68640C03E986FD891E651C05A9423AEAD8640C09AAD612B8DE651C0DEACC1FBAA8640C0",53515,"M99","MATT99","MO99","LWAL","DU99","H","HB","Y99","MIX","MIX2","BP2","PLFP","IRRE","IRP99","IRN","IRRE","IRPS","IRN","EWSL","RSH3","RMT2","RWO","RWO1","RTDP","FC","FC1","FWCP","FOSN","","","V99","","COMPLETED","","","2","","0","","99","",53515,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53515,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6025082095133","-33.0520553075051"
53519,9,"","OSM","","0106000020E61000000100000001030000000100000005000000806264C99CE651C004D083166D8640C0ABD6789F99E651C01D8E53196B8640C00082830797E651C0596DFE5F758640C0F418E59997E651C0A6C28EB5758640C0806264C99CE651C004D083166D8640C0",53519,"CR","CIP","MO99","LWAL","DU99","H","HB99","Y99","COM","COM11","BP1","PLFD","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","RSH1","RMN","RC","RC2","RCN99","FC","FC99","FWCP","FOSSL","","","V99","","COMPLETED","","","3","","99","","99","",53519,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53519,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6031318179597","-33.0502843882603"
53549,9,"","OSM","","0106000020E61000000100000001030000000100000005000000711871A62EE751C0B189CC5CE08540C0D6C6D8092FE751C04B5CC7B8E28540C042E2C3912CE751C0322E6695E38540C084471B472CE751C051C3126AE18540C0711871A62EE751C0B189CC5CE08540C0",53549,"MCF","CL99","MO99","LWAL","DU99","H","HB99","Y99","COM","COM3","BP2","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","RSH1","RMT99","RSM99","RST99","RCN99","FC","FC99","FWCP","FOSSL","","","V99","","COMPLETED","","","2","","99","","99","",53549,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53549,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6121614926362","-33.0459600214215"
53589,9,"","OSM","","0106000020E61000000100000001030000000100000005000000697F564F1CE751C0F85278D0EC8540C0495A3B9B1FE751C0CEA5B8AAEC8540C0E4D6492220E751C0A72787AAF38540C00FD8309E1CE751C0300B92E3F38540C0697F564F1CE751C0F85278D0EC8540C0",53589,"MR","CL99","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BP2","PLFR","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EWSL","R99","RMT99","RSM99","RST99","RCN99","FC","FC1","FWCP","FOS99","","","V99","","COMPLETED","","","3","","99","","99","",53589,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53589,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6112162336354","-33.0463958024128"
53626,9,"","OSM","","0106000020E61000000100000001030000000100000005000000FFAB336376E751C08D06955DD58540C039BB100679E751C08D06955DD58540C0450A0A2879E751C08537B57DD98540C0EDE181B776E751C0376C5B94D98540C0FFAB336376E751C08D06955DD58540C0",53626,"M99","MATT99","MATP99","LWAL","DU99","H","HB","Y99","MIX","MIX2","BP2","PLFR","IRRE","IRP99","IRN","IRRE","IRPS","IRN","EWSL","RSH8","RMT2","RSM99","RST99","RTDP","FC","FC1","FWCP","FOSN","","","V99","","COMPLETED","","","2","","0","","99","",53626,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53626,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.616687927104","-33.0456367272331"
53688,9,"","OSM","","0106000020E610000001000000010300000001000000050000005D6C5A2984E751C0255B5D4E098640C03552A51C82E751C0CBE149C1098640C00B32B89C81E751C0037D7D08058640C0586A076D83E751C02D44E279048640C05D6C5A2984E751C0255B5D4E098640C0",53688,"CR","CIP","MO99","LWAL","DU99","H","HB99","Y99","COM","COM11","BP2","PLFL","IRIR","IRPP","IRHO","IRRE","IRPS","IRN","EWC","RSH1","RMT99","RC","RC99","RCN99","FC","FC2","FWCP","FOSSL","","","V99","","COMPLETED","","","3","","99","","99","",53688,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53688,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6173607866783","-33.0470942811237"
53703,9,"","OSM","","0106000020E6100000010000000103000000010000000700000043F9275D9FE751C0F7AFAC34298640C0E5E2B9089DE751C061EA9DC02A8640C02E2526039BE751C05AA8EB3F218640C04A4C06369DE751C05BAE23B31F8640C068D8DE5D9DE751C0B497C860208640C002243F879EE751C052D90B60258640C043F9275D9FE751C0F7AFAC34298640C0",53703,"MCF","CL99","MO99","LWAL","DU99","H","HB99","Y99","EDU","EDU2","BP2","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","RSH3","RMT99","RWO","RWO1","RTD99","FC","FC99","FWCP","FOSN","","","V99","","COMPLETED","","","2","","99","","99","",53703,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53703,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6189680699677","-33.0480121787621"
53716,9,"","OSM","","0106000020E61000000100000001030000000100000005000000F571231B7EE751C07AE46ABF108640C0AD1EE6817EE751C0EA3180A6148640C0B5FE96007CE751C0DD4F7C6B168640C00E8FB39F7BE751C009298936118640C0F571231B7EE751C07AE46ABF108640C0",53716,"MCF","CL99","MO99","LWAL","DU99","H","HB99","Y99","COM","COM5","BP2","PLFP","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EWMA","R99","RMT99","RSM99","RST99","RTDP","F99","FT99","FWCP","FOS99","","","V99","","COMPLETED","","","2","","99","","99","",53716,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53716,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6170046831943","-33.0474640795099"
53719,9,"","OSM","","0106000020E610000001000000010300000001000000060000005504EE2F71E751C079060DFD138640C0A847646971E751C0A1D56E60178640C0FB9BAB4173E751C0C597E4DB168640C0E797778B76E751C06C802D0A168640C0DB03633376E751C0A3B90496128640C05504EE2F71E751C079060DFD138640C0",53719,"MCF","CLBRS","MO99","LWAL","DU99","H","HB99","Y99","COM","COM4","BP1","PLFR","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EWSL","RSH2","RMT6","RWO","RWO1","RTDP","FC","FC1","FWCP","FOS99","","","V99","","COMPLETED","","","2","","99","","99","",53719,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53719,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6164458651464","-33.0475156035653"
53798,9,"","OSM","","0106000020E610000001000000010300000001000000050000003A41F6D530E751C0EB0E7393628640C0BD056DCD31E751C0429EB877688640C0D034176E2FE751C0CA81C3B0688640C0E87981A32EE751C086E7A562638640C03A41F6D530E751C0EB0E7393628640C0",53798,"M99","CLBRS","MO99","LWAL","DU99","H","HB99","Y99","MIX","MIX1","BP1","PLFR","IRRE","IRP99","IRN","IRRE","IRPS","IRN","EWSL","RSH1","RMN","RC","RC1","RWCP","FC","FC1","FWCP","FOS99","","","V99","Se asume que conecta solamente atrás hacia el siguiente edificio.
Será hormigón?","COMPLETED","","","3","","99","","99","",53798,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53798,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6123168874598","-33.0499814340326"
53877,9,"","OSM","","0106000020E61000000100000001030000000100000005000000376F9C14E6E651C0FD9D9218A98640C00EDF1D74E4E651C0FD9D9218A98640C08B8DD4D6E3E651C09B32816CA38640C038D1F8CFE4E651C0DD555925A28640C0376F9C14E6E651C0FD9D9218A98640C0",53877,"M99","CL99","MO99","LWAL","DU99","H","HB99","Y99","RES","RES2D","BP99","PLFR","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EWSL","R99","RMT6","RWO","RWO1","RTDP","FC","FC1","FWCP","FOS99","","","V99","","COMPLETED","","","3","","99","","99","",53877,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53877,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6077177751567","-33.0519440433452"
53899,9,"","OSM","","0106000020E6100000010000000103000000010000000500000008196DFAD8E651C0CF7E49CF998640C00F6C4BD3D6E651C028C412C59A8640C0E5BBEF73D7E651C019EA0B7CA08640C0F060D56AD9E651C0014C1938A08640C008196DFAD8E651C0CF7E49CF998640C0",53899,"M99","MATT99","MATP99","LWAL","DU99","H","HB","Y99","MIX","MIX4","BP2","PLFC","IRRE","IRP99","IRN","IRRE","IRPS","IRN","EWSL","RSH3","RMT2","RWO","RWO1","RTDP","FC","FC1","FWCP","FOSN","","","V99","","COMPLETED","","","2","","0","","99","",53899,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53899,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6069446294924","-33.0516740690555"
53901,9,"","OSM","","0106000020E610000001000000010300000001000000060000008FD9FE3ADCE651C079EF03EB938640C0D8A83DDBD9E651C072FE81CD948640C0A3224E27D9E651C01684F23E8E8640C0B4006DABD9E651C0F3DB210F8E8640C04E041665DBE651C0E7EBE86E8D8640C08FD9FE3ADCE651C079EF03EB938640C0",53901,"MCF","CLBRS","MO99","LWAL","DU99","H","HB99","Y99","RES","RES2","BP1","PLFR","IRIR","IRVP","CHV","IRRE","IRPS","IRN","EWSL","R99","RMT6","RWO","RWO1","RTDP","FC","FC1","FWCP","FOS99","","","V99","","COMPLETED","","","4","","99","","99","",53901,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53901,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6070960651815","-33.0513040823956"
53920,9,"","OSM","","0106000020E6100000010000000103000000010000000600000020104306CDE651C0BE8F59AC978640C019332EC1CEE651C071DEA40E978640C031E82917CFE651C083ED71F0968640C06CE9D154CFE651C0A6BD1CD1988640C073AFDD87CDE651C07C24CA83998640C020104306CDE651C0BE8F59AC978640C0",53920,"MCF","CL99","MO99","LWAL","DU99","H","HB99","Y99","IND","IND2","BP1","PLFR","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EWMA","RSH1","RMT6","RME","RME99","RTDP","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","99","","99","",53920,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53920,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6063375954222","-33.0515202998995"
53951,9,"","OSM","","0106000020E6100000010000000103000000010000000700000012A9C4D0C5E651C0EFE3688EAC8640C054707841C4E651C00F7F4DD6A88640C019FCA2A9C3E651C079B93E62AA8640C02AEE2E06C5E651C0A188A0C5AD8640C06562049EC5E651C03A6F08FAB08640C0472FB484C6E651C094BA0963B08640C012A9C4D0C5E651C0EFE3688EAC8640C0",53951,"W","WLI","MATP99","LWAL","DU99","H","HB99","Y99","RES","RES99","BP99","PLFP","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EWME","R99","RMT6","RWO","RWO1","RTDP","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","99","","99","",53951,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53951,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6057842386757","-33.0521529580271"
53966,9,"","OSM","","0106000020E6100000010000000103000000010000000500000000941A35BAE651C0EED4B727A38640C09C8C2AC3B8E651C047D2C9ADA48640C0C60E74FEB7E651C07DD756A2A28640C02A166470B9E651C025DA441CA18640C000941A35BAE651C0EED4B727A38640C0",53966,"MCF","CLBRS","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BP1","PLFL","IRIR","IRPP","REC","IRRE","IRPS","IRN","EWSL","RSH2","RMT6","RWO","RWO1","RTDP","FN","FT99","FWC99","FOS99","","","V99","","COMPLETED","","","1","","99","","99","",53966,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53966,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.60504765","-33.05184615"
53989,9,"","OSM","","0106000020E61000000100000001030000000100000005000000CC8F0942C3E651C08942CBBA7F8640C0BA10AB3FC2E651C0E058068B798640C0501E7123C0E651C098022DB87A8640C01AC05B20C1E651C0060253BC808640C0CC8F0942C3E651C08942CBBA7F8640C0",53989,"MCF","CL99","MO99","LWAL","DU99","H","HB","Y99","OC99","OCCDT99","BP2","PLFSQ","IRRE","IRP99","IRN","IRRE","IRPS","IRN","EWSL","R99","RMT2","RSM99","RST99","RCN99","FC","FC1","FWCP","FOS99","","","V99","","COMPLETED","","","3","","0","","99","",53989,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53989,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6055723561808","-33.0506951294645"
53998,9,"","OSM","","0106000020E610000001000000010300000001000000050000001D1F2DCE18E751C0DD1445FE4F8640C059B3DF2417E751C08F8B6A11518640C082A21E4718E751C02DB308C5568640C0EDAEFDAE19E751C05D514A08568640C01D1F2DCE18E751C0DD1445FE4F8640C0",53998,"MCF","CL99","MATP99","LWAL","DU99","H99","HB99","Y99","COM","COM99","BP2","PLFR","IRRE","IRP99","IRN","IRRE","IRPS","IRN","EWSL","RSH1","RMT99","RSM99","RST99","RCN99","FC","FC1","FWCP","FOSN","","","V99","","COMPLETED","","","99","","99","","99","",53998,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53998,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6108682754167","-33.0494193377998"
54021,9,"","OSM","","0106000020E610000001000000010300000001000000050000003185BD3F14E751C0906F4AD4668640C09ECEBAEB11E751C054F53CC9678640C06962708310E751C0FA580BFD5D8640C0564ACFF412E751C0531AD6F95C8640C03185BD3F14E751C0906F4AD4668640C0",54021,"MCF","CL99","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BP2","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","R99","RMT6","RWO","RWO1","RTD99","F99","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","2","","99","","99","",54021,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",54021,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6104983265165","-33.0498765602668"
54028,9,"","OSM","","0106000020E6100000010000000103000000010000000500000099840B7904E751C07BBE66B96C8640C0EDA2433B02E751C03F4459AE6D8640C01781B1BE01E751C0EDF549496A8640C0FE07FDF103E751C0F4B8B942698640C099840B7904E751C07BBE66B96C8640C0",54028,"MCF","CL99","MO99","LWAL","DU99","H","HB99","Y99","COM","COM99","BP3","PLFSQ","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","R99","RMT99","RWO","RWO1","RTD99","FC","FC99","FWCP","FOSN","","","V99","","COMPLETED","","","2","","99","","99","",54028,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",54028,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6095644276678","-33.0501553283392"
54071,9,"","OSM","","0106000020E610000001000000010300000001000000050000006DCA7097D8E651C01C203DEA548640C008BAAC78D9E651C0017ED7B15B8640C044204DABD7E651C09B560A815C8640C0C25BD6B3D6E651C04BB846BA558640C06DCA7097D8E651C01C203DEA548640C0",54071,"MR","CLBLH","MO99","LWAL","DU99","H","HB99","Y99","COM","COM2","BP2","PLFR","IRRE","IRP99","IRN","IRRE","IRPS","IRN","EWME","R99","RMT6","RWO","RWO1","RCN99","FN","FT99","FWC99","FOS99","","","V99","","COMPLETED","","","1","","99","","99","",54071,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",54071,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6069399698939","-33.0495814658837"
54091,9,"","OSM","","0106000020E610000001000000010300000001000000050000007FF21C36B6E651C0EC81FBA6558640C0AF624C55B5E651C0111C9771538640C0012AC187B7E651C08F0134A5508640C0DD088B8AB8E651C08E23D6E2538640C07FF21C36B6E651C0EC81FBA6558640C0",54091,"MCF","CL99","MO99","LWAL","DU99","H","HB99","Y99","OC99","OCCDT99","BP2","PLFSQ","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","RSH1","RMT99","RSM99","RST99","RCN99","FC","FC99","FWCP","FOSO","","","V99","","COMPLETED","","","2","","99","","99","",54091,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",54091,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6049168716058","-33.0494180238339"
54102,9,"","OSM","","0106000020E610000001000000010300000001000000060000002F3608CEF4E651C0D7D0178C5B8640C084544090F2E651C0FA8C55945C8640C043F28414F2E651C01E4FCB0F5C8640C00190C998F1E651C00F3E39AF568640C0896A0025F4E651C0C2D43B81558640C02F3608CEF4E651C0D7D0178C5B8640C0",54102,"M99","CL99","MO99","LWAL","DU99","H","HB99","Y99","MIX","MIX2","BP2","PLFR","IR99","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","RSH2","RMT6","RWO","RWO1","RTDP","FW","FW1","FWCP","FOS99","","","V99","Local ""papel reciclaje""
Se elige albañilería confinada.","COMPLETED","","","2","","99","","99","",54102,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",54102,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6085927494259","-33.0495946496761"
54153,9,"","OSM","","0106000020E61000000100000001030000000100000005000000A38515B806E751C0EC1C5E6B4A8640C04A6BC2AC06E751C0FFEFE3C3478640C0510658F503E751C0CFC76B14488640C00469103004E751C092FF6E264B8640C0A38515B806E751C0EC1C5E6B4A8640C0",54153,"M99","CL99","MO99","LWAL","DU99","H","HB99","Y99","MIX","MIX1","BP2","PLFR","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EWSL","R99","RMT99","RSM99","RST99","RTDP","FC","FC1","FWCP","FOS99","","","V99","","COMPLETED","","","4","","99","","99","",54153,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",54153,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6097015391856","-33.049113329285"
54173,9,"","OSM","","0106000020E61000000100000001030000000100000006000000BF92F5E516E751C0A17197B32D8640C0024C74F112E751C000D0BC772F8640C01A040C8112E751C0C020E9D32A8640C03D47E4BB14E751C0AFCF9CF5298640C0CB6EC1AD16E751C0F7AFAC34298640C0BF92F5E516E751C0A17197B32D8640C0",54173,"MCF","CL99","MO99","LFINF","DU99","H","HB99","Y99","MIX","MIX1","BP2","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","RSH2","RMT99","RSM99","RST99","RCN99","FC","FC99","FWCP","FOSO","","","V99","","COMPLETED","","","2","","99","","99","",54173,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",54173,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6106407294294","-33.0482265705616"
54181,9,"","OSM","","0106000020E61000000100000001030000000100000005000000D200DE0209E751C0D5D1CCEE248640C037F7FCD508E751C049B9FB1C1F8640C03C80EAC40AE751C049B9FB1C1F8640C04285D9BA0AE751C0F91D79D6248640C0D200DE0209E751C0D5D1CCEE248640C0",54181,"MCF","CL99","MO99","LWAL","DU99","H","HB99","Y99","MIX","MIX1","BP2","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","RSH5","RMT6","RSM99","RST99","RCN99","FC","FC99","FWCP","FOSO","","","V99","","COMPLETED","","","3","","99","","99","",54181,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",54181,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6099751727357","-33.0479108612191"
54199,9,"","OSM","","0106000020E61000000100000001030000000100000005000000CD38B29712E751C0B55950734D8640C04A743BA011E751C031618FE44D8640C0E60D8BAC10E751C000E2AE5E458640C08C63C9C111E751C09B4A500D458640C0CD38B29712E751C0B55950734D8640C0",54199,"S","ME99","MATP99","LWAL","DU99","H","HB","Y99","IND","IND2","BP2","PLFR","IRRE","IRP99","IRN","IRRE","IRPS","IRN","EWME","RSH1","RMT2","RSM99","RST99","RTDP","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","0","","99","",54199,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",54199,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6104524852059","-33.049114183932"
54202,9,"","OSM","","0106000020E610000001000000010300000001000000050000004DE5A37B0CE751C0A36428DD4C8640C0F43D7ECA0CE751C019A3BFE14F8640C0B0F72C1911E751C05B0E4F0A4E8640C063B9A5D510E751C0A46A60504B8640C04DE5A37B0CE751C0A36428DD4C8640C0",54202,"CR","CIP","MO99","LWAL","DU99","H","HB99","Y99","MIX","MIX1","BP2","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","RSH1","RMT99","RC","RC99","RWCP","FC","FC99","FWCP","FOSSL","","","V99","","COMPLETED","","","5","","99","","99","",54202,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",54202,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6102761401327","-33.0492412968078"
54218,9,"","OSM","","0106000020E61000000100000001030000000100000005000000A08614A86AE551C0AE7DA603FE8740C02A00C63368E551C00DFCA886FD8740C0A7C585A867E551C0986A662D058840C0E7AB3F1D6AE551C0CDAB3AAB058840C0A08614A86AE551C0AE7DA603FE8740C0",54218,"MCF","CL99","MO99","LWAL","DU99","H","HB","Y99","RES","RES2C","BPD","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWMA","RSH3","RMT2","RWO","RST99","RWCP","FC","FC1","FWCP","FOS99","","","V99","","COMPLETED","","","4","","0","","99","",54218,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",54218,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5845433276704","-33.0625487400979"
54267,9,"","OSM","","0106000020E61000000100000001030000000100000005000000C71CBA8F92E551C0BBA6F6D84C8740C0278AEB7390E551C0A2E826D64E8740C0F21DA10B8FE551C021CEC3094C8740C092239D8191E551C087FBC8AD498740C0C71CBA8F92E551C0BBA6F6D84C8740C0",54267,"MCF","CLBRS","MO99","LWAL","DU99","H","HB","Y99","COM","COM99","BPD","PLFR","IRRE","IRP99","IRN","IRRE","IRPS","IRN","EWMA","RSH2","RMT2","RWO","RWO1","RTDP","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","0","","99","",54267,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",54267,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5869675790683","-33.0570162739965"
54277,9,"","OSM","","0106000020E61000000100000001030000000100000005000000BAD0A634ACE851C09FD78E988F8340C0D968EF42A9E851C08795C09C8F8340C098A77345A9E851C073744B61948340C0780F2B37ACE851C08AB6195D948340C0BAD0A634ACE851C09FD78E988F8340C0",54277,"M99","CL99","MO99","LWAL","DU99","H","HB99","Y99","GOV","GOV99","BPD","PLFSQ","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWCB","RSH3","RMT99","RSM99","RST99","RCN99","FC","FC99","FWCP","FOSO","","","V99","","COMPLETED","","","2","","99","","99","",54277,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",54277,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.63542105","-33.0278927"
